society,RT @iuefogrenci: Gönüllü Akademisi'nin dolu dolu geçen ilk yılını yakından izlemeye davetliyiz: https://t.co/QswDZYZzYn
society,RT @b_muverrih: Milli Eğitim Bakanlığı İslam Ansiklopedisi Cilt 12-1 Timar Maddesi - Yazan Ömer Lütfi Barkan (38 sayfa) #epaylaşım https://…
society,"RT @SutayYavuz: #Altindag ilcesi Kaymakamlığı,  Nüfus ve Vatandaşlık İşleri Dairesi. Atatürk yine dogru soylemis  @NufusBilim https://t.co/…"
society,"RT @iuefogrenci: Sınav okuyucusu arıyoruz! Bu tarih için uygunsanız lütfen ad, soyad, bölüm ve telefon numarası ile birlikte bio'daki e-pos…"
society,RT @Kalemsizcizer: Turuncu saçlı çılgın kızı tanıyorum. Bölümünü çok seviyor  https://t.co/n3V8KfBeDH
society,"RT @iusehirvetoplum: @eliffbayram Biz teşekkür ediyoruz güzel yorumlarınız için, daha güzellerinde görüşmek üzere😊"
society,"RT @eliffbayram: Bu kulüp bölümde anlamlı koca bir boşluğu dolduruyor, hem de güzel dolduruyor, kaliteli dolduruyor. Teşekkür ediyoruz efen…"
society,"RT @Adiguzel_Yusuf: Gönüllü Akademisi ilk mezunlarını verdi.
Haftaya çarsamba kapanış programı var.
Akademinin öğrencilere neler kattığını…"
society,"RT @IU_GOC_YLisans: Bugün 18 Mayıs. 
1944 Kırım Sürgününün 
73. Yıldönümü. https://t.co/B6F3Y8DdVo"
society,RT @iuekolojikulubu: Kapanış gibi kapanış! 24 Mayıs saat 17'de!✌🍃 https://t.co/IQuc4uWXJC
society,"RT @gonulluolist: Beklenen gün geldi! Akademi ilk mezunlarını veriyor.. Herkesi bekleriz.. 🤗 Gelin, bir dönem neler yaptığımızı görün🎈 http…"
society,"@iusehirvetoplum kulübü bütün yıl çok güzel etkinlikler gerçekleştirdi Başkan Gülfize v Yrdcsı Feyzayı, YK'nu tebri… https://t.co/XhSGKRc2M3"
society,"RT @iusehirvetoplum: Son duraklarımızdan birinde, Bulgur Palas'tayız, ilginç hikayesini dinliyoruz https://t.co/2FSxnqZwiz"
society,RT @iusehirvetoplum: Biz ise Bahri Oral'ın öncülüğünde restore edilip ayağa kaldırılmış halini gezmekteyiz
society,RT @iusehirvetoplum: Samatya Kapı Ağası tarafından Mimar Sinan'a 1547de yaptırılmış Ağa Hamamındayız https://t.co/sTF4R3C0LH
society,"RT @iusosyolojiklb: ""Bir sezon finali kendisine nasıl hayran bırakır?"" Sorunun cevabı Şehir ve Toplum Kulübünde! https://t.co/hHuWlzhOYO"
society,"RT @iusehirvetoplum: İstanbul'daki Aya Nikolas kiliselerinden birindeyiz, hocamız bu kiliselere özgü motifleri anlatıyor https://t.co/6s5OX…"
society,RT @iusehirvetoplum: Samatya Gezimiz keyifle devam ediyor @iuefsosyoloji @iuefkon https://t.co/7XM2xz6yTO
society,RT @kulturistan: Genç Karl Marx (Young Karl Marx) - Türkçe Altyazılı Fragman https://t.co/tJXmcufZ5a @YouTube aracılığıyla
society,"RT @Adiguzel_Yusuf: Sosyolog olmak isteyen liseli gençleri 24 Temmuz'da yaz okuluna bekliyoruz. 

 https://t.co/LyUjizZBz8"
society,"RT @f_zehrayildirim: 17517
#sosyolojigüncesi
Aidiyet önemli arkadaşlar bölüme sahip çıkalım! ✌ https://t.co/XMd3nBnYkp"
society,RT @gonulluolist: Gönüllü Akademisi bgn huzurevinde yaşlılarımızın yanındaydı.İnanılmaz keyifli bir muhabbet ile beraber kendilerinden tecr…
society,RT @iusehirvetoplum: Beklenen gün geliyor!!! Yarın Şehir ve Toplum Kulübü olarak Samatya'yı geziyoruz 😍🤗
society,"RT @aynurerd: ""Türkiye'de Gençlerin İyi Olma Hali Raporu"" https://t.co/JPth0vkrKv"
society,RT @gonulluolist: 16 Mayıs 16.00da Adile Sultan Kasrı Huzurevi'ne davetlisiniz🤗3 öğrencimiz Yaşlılar ve Gençler arasında deneyim köprüsü ku…
society,RT @humeyraltunter: 16 Mayıs 15.00'da Vezneciler Metro çıkışında buluşuyoruz. Hepinizi bekleriz 🎈🎈 @Adiguzel_Yusuf @iuefsosyoloji @muratsen…
society,"RT @gonulluolist: 'Gönüllü Akademisi bana ne kattı?' videosunu çektik. Detaylar 24 Mayıs 17.00'de, mezuniyet töreninde.. Bekleriz.. 🤗🎈 http…"
society,"RT @iuefogrenci: @Umutcocuklari ""Bir insanın sokakla bağı koparılmak isteniyorsa, diğer tüm rutin bağları oluşturulmalı ve güçlendirilmeli."""
society,"RT @tuikbilgi: İstatistiklerle Gençlik, 2016: Türkiye nüfusunun %16,3’ünü genç nüfus oluşturdu https://t.co/fPkA7WXyPP"
society,"RT @1920yesilay: Yeşilay’dan doktora ve yüksek lisans öğrencilerine burs fırsatı!
Detaylı bilgi için: https://t.co/N6xo2WxjxN
#Yeşilay #Bur…"
society,"RT @iuekolojikulubu: Şehir ve Toplum günü dönem kapanışını ne güzel bir etkinlikle yapıyor, hala gelmeyen var mı?? 🎈🎈 https://t.co/uCVmVuQm…"
society,RT @iuekolojikulubu: Gönüllü Ol İstanbul! Fakültede güzel şeyler oluyor.. 🍀🍀🎈 https://t.co/j1g9myk1pL
society,RT @alimahmudc: Üniversiteye geldiğim günden beri bana ve benim gibi her öğrenciye ağabeylik eden Mehmet Emin hocamı tebrik ediyorum. https…
society,RT @mahii_nur: Tebrikler👏👏👏 https://t.co/rtHbEAk2K5
society,RT @dunyayiokumak: @acikradyo @ilksenmavituna @secilturkkan @BilgiYay @mcantonbil @akifpamuk #BirolCaymaz ın  Türkiye'de Vatandaşlık kitabı…
society,"RT @diaspora_turk: ""Yurda yeni koydukları sigara otomatını bir tek Bahri abi kullanmayı biliyordu. Öyle saygı duyuyorduk ki kendisine, adın…"
society,"RT @f_zehrayildirim: Konuşma bana kalacak ama hocanın bir cümlesini paylaşacağım.

Aynen şöyle dedi:
""Bizim en büyük zenginliğimiz öğrencil…"
society,RT @iuefogrenci: YARIN Saat 14.00'te SOKAKTAKİ HAYAT'ı bir bileninden dinliyoruz. 435 no'lu dersliğe bekliyoruz. https://t.co/vn04eY5kXr
society,"RT @MiReKoc: Mültecilerin eğitime katılımı, iş piyasası ve duygusal entegrasyonu sağlıyor @cetin_official, @VOATurkish röportajı https://t.…"
society,"RT @iusosyolojikent: İstanbul Üniversitesi İktisat Fakültesi'nin @istkaorgtr desteği ile yürüttüğü projeden ilgin sonuçlar, izlemeye değer.…"
society,RT @sucbilimi: İstanbul inanılmaz bir değişim-dönüşüm geçiriyor ve maalesef tüm dinamikleriyle bunun suç ile ilişkisini inceleyemiyoruz @Em…
society,RT @Hilal_Cakmak_: Bugün son Göç Sosyolojisi dersinde Yusuf Adıgüzel Hocamızla Kumkapı'da sahadaydık🎈Göçün çeşitliliğini yerinde gördük htt…
society,RT @topalkopek: @iuefsosyoloji Tebrikler Mehmet Emin hocam.
society,RT @zinderud: Tebrikler... https://t.co/5IrWf2N7rC
society,RT @SelcukSosyoloji: Selçuk Sosyoloji Söyleşileri'nde F. Beylü Dikeçligil konuşuyor: Sosyoloji hayatın bilgisidir... https://t.co/YlKWhu0MKj
society,"RT @SelcukSosyoloji: Selçuk Sosyoloji Söyleşileri'nde F. Beylü Dikeçligil konuşuyor: Sosyoloji, insana ontolojiyi hatırlatan bir bilimdir..…"
society,RT @kulturistan: .@terraincognitae @Ekremisin @SonGulyabani @istanbuldabalik @Seda_Ozen @haksakal34 @zen_saadet @gezgin_ismail @jeandpardai…
society,"RT @gonulluolist: Gönüllü Akademisi öğrencileri bir bitirme projesini daha gerçekleştirdi. Teşekkürler arkadaşlar 🤗🤗 
SAĞLIKLI YAŞA #istanb…"
society,RT @iuefogrenci: Arkeoloji ve Ekoloji Panelimiz başladı! https://t.co/mc5icCRUeX
society,"Mehmet Emin Balcı ""Çağdaş Sosyolojinin Neo-Klasik Kökleri: Parsons-Schutz Tartışması"" başlıklı tezini savunarak Dok… https://t.co/UNgPyzldD3"
society,"Mehmet Emin Balcı ""Çağdaş Sosyolojinin Neo-Klasik Kökenleri: Parsons - Schutz Tartışması"" başlıklı tezini savunarak… https://t.co/AO660Tzzcm"
society,RT @kulturistan: 52. Programımız bugün 21.30da Dr. Harun Küçük ile Osmanlı Modernleşmesinin öncü ismi İbrahim Müteferrika üzerine olacak. @…
society,RT @terraincognitae: Bu akşam 2130da Dr. Harun Küçük ile Osmanlı Modernleşmesinin öncü ismi İbrahim Müteferrika üzerine konuşacağız. @kultu…
society,"RT @tuikbilgi: İşgücü İstatistikleri, Şubat 2017: İşsizlik oranı %12,6 seviyesinde gerçekleşti https://t.co/c1Ny9oVoz7"
society,Herkesler kaydını yaptı mı? https://t.co/tPJyvGwXM8
society,RT @IUFelsefe: Uluslararası #İstanbul #Felsefe Kongresi (3-4 Mayıs 2018): https://t.co/659AvYKtz9 https://t.co/wZCZ3l2EcY
society,RT @handaninciMSGSU: Tanpınar'ın 6. şehri Paris'te yazar üzerine doktora yapmakta olan öğrencim Habil Sağlam @tanpinarmerkezi için hazırlad…
society,RT @tanpinarmerkezi: Tanpınar'ın Paris'i: https://t.co/ZqJWifgnxL
society,RT @turkmigwatch: Geçici koruma altındaki Suriyelilerin illere göre dağılımı ve nüfusa oranları: İstanbul'da yarım milyona yaklaşıyor. #mip…
society,"RT @dergahdergi: Mayıs sayımızın ""Orta Sayfa"" konuğu Osmanlı bürokrasisi ve biyografi yazıcılığıyla ilgili önemli çalışmalar yapan Abdulham…"
society,"Üçü bir arada:
@iusehirvetoplum 
@iuekolojikulubu 
@iusosyolojiklb"
